"nombrePropio","nombreComun","latitud","id","lugarDePlantacion","nombreCientifico","estado","longitud","riegos","id_monitores","altura_monitores","fotografia_monitores","timestamp_monitores","sanidad_monitores"
"wm1081","Nispero",-17.421993470102244,"AV8JhKXnHyvUADa53Uht","Acera","Eriobotrya japónica (Thunb) Lindl.","vivo",-66.01836416870354,"[]","vSU0PYZ1qOXdJpiQMjgX",0.75,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150651_4289907128007509143.jpg?alt=media&token=6f5fbaf6-b1eb-45e9-8a87-0b3ea8b3fd9c","2023-05-12 15:07:41","Sano, vigoroso"
"wm1081","Chacatea",-17.42197619574487,"RBi8T6YLOjVoj8gybnh8","Acera","Dodonaea viscosa Jacq.","vivo",-66.0183722153306,"[]","34K2ZZM89oJAilqYDNkQ",0.77,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150640_8622614527041887459.jpg?alt=media&token=63721a4a-66b8-42c4-b792-14e659792aa6","2023-05-12 15:07:51","Sano, vigoroso"
"wm1083","Guayaba",-17.422033457034342,"7U2tIMQ5xYI7syKvfLLr","Acera","Psidium guajava","vivo",-66.01829677820206,"[]","jwoNGfdzoa2s3bwFeZX9",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150834_1880245983888076629.jpg?alt=media&token=25fa4c32-bef4-482d-9c4d-920e28c6ffae","2023-05-12 15:09:52","Sano, vigoroso"
"wn1083","Tajibo rosado",-17.42202993818467,"2BlX6sU761nT9Aw45B9L","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01831052452326,"[]","JIGruQXOVXSJyWw9Y0ue",0.93,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_150832_1589059703381550924.jpg?alt=media&token=e3cbeb06-cb10-47a4-ad1b-c3d19d8da2bb","2023-05-12 15:10:43","Sano, vigoroso"
"wm1086","Tajibo rosado",-17.422076962806507,"cnfTS3jQ0EWetbBdWdJL","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01826291531324,"[]","HSfRoCWgb2ZLZ1eHJQu7",0.65,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151043_7752756009575776713.jpg?alt=media&token=88f97c19-57c7-4512-b03d-b07cc79ce730","2023-05-12 15:11:33","Sano, vigoroso"
"wm1085","Tara",-17.422060008352403,"7ic7tnYIYvtzFEoabuea","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01826962083578,"[]","4OFrBacUwZP4FwmHkwxb",0.66,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151106_2451501367182135338.jpg?alt=media&token=d577560a-7ece-40a5-9d34-707c09dbff42","2023-05-12 15:11:46","Sano, vigoroso"
"wm1088","Lloque",-17.42211119160525,"ENHmLAZSdcfSAa9aUMie","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01820725947618,"[]","TxS3ODNn9vk9gHtGJ8gX",0.45,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151240_3755540550968480992.jpg?alt=media&token=5f10e36a-e471-43d6-b369-a348fc534557","2023-05-12 15:14:20","Sano, vigoroso"
"wm1087","soto",-17.4221102319194,"V5BceRoyaX4KWwctaVMJ","Acera","...","vivo",-66.01819954812525,"[]","S1siN0RPOxF0UT7Fc2Nh",0.55,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151251_1913077148056933939.jpg?alt=media&token=545eb383-57f8-4cb6-af23-91510cc4dedc","2023-05-12 15:17:22","Sano, vigoroso"
"wm1090","Chacatea",-17.42215437746369,"yqkiDrifnOHmVopeiQCd","Acera","Dodonaea viscosa Jacq.","vivo",-66.01815462112427,"[]","LO4aCfShs0D15D9rqgRi",0.78,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151817_8860207927883253241.jpg?alt=media&token=679e39b8-a10d-44e7-9dde-278e3bf3e30a","2023-05-12 15:19:00","Sano, vigoroso"
"wm1089","Limon",-17.422144780607137,"huA2XEYgnNyZJJMfAYVb","Acera","Citrus x limon","vivo",-66.01816467940807,"[]","A7d96wx9A4yv6kgJhUjL",0.86,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_151807_4786247945132090614.jpg?alt=media&token=10078615-5b50-4217-b290-e366d5c996fe","2023-05-12 15:19:04","Sano, vigoroso"
"wm1091","Limon",-17.42164830254039,"mBoImGZFDzfkpuMcU7aS","Acera","Citrus x limon","vivo",-66.01857773959637,"[]","vrlfpbiWkt6BOoEnrYLl",0.95,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_152633_1392719600620191683.jpg?alt=media&token=0b4b94ee-3224-4267-a3f4-e74fb0b915ac","2023-05-12 15:28:27","Sano, vigoroso"
"wm1092","Lloque",-17.4215763259045,"xVklakGHLatuJdCd1amd","Acera","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01858109235764,"[]","AfMq41KfEgQMNkYp21l8",0.48,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_152916_2834736900972783140.jpg?alt=media&token=a6baa3a4-81e3-44e6-80ce-c05a09f7ccc0","2023-05-12 15:29:50","Sano, vigoroso"
"wm1093","Chacatea",-17.421433972029956,"BECZoIOSmf0argmyDvHB","Acera","Dodonaea viscosa Jacq.","vivo",-66.01860489696264,"[]","4Sn7eVWyXGWtJB1TTfBL",0.12,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153038_7618977754443055427.jpg?alt=media&token=92c04280-1d53-4095-a6b2-7492cca571da","2023-05-12 15:31:16","Sano, vigoroso"
"wm1095","Chacatea",-17.42134472089247,"VCP2YVH4anbcdRXVJDKp","Acera","Dodonaea viscosa Jacq.","vivo",-66.01858913898468,"[]","9IfUwpnSSjn8iFCeI73d",0.6,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153132_717840752388959780.jpg?alt=media&token=2e9bcd9d-be29-4116-8859-142b6129f22f","2023-05-12 15:32:13","Sano, vigoroso"
"wm1094","Jacarandá",-17.421361675412985,"fcCzZO7IHknq0CZj2Se9","Acera","Jacarandá mimosifolia D. Don","vivo",-66.01860623806715,"[]","FY81j8jPNrLmF4Hgfyei",0.46,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153044_4676615196817144858.jpg?alt=media&token=13d47095-5f8a-41e0-b380-5d9820787e07","2023-05-12 15:32:18","Sano, vigoroso"
"wm1096","Pacay",-17.42132040874709,"kIPpAs3b2DZeNi8OQMfG","Acera","Inga feuillei","vivo",-66.01857975125313,"[]","cXYDXb7ZdXmer5BnvPNM",0.76,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153329_8548660916372562260.jpg?alt=media&token=a7c4c237-5de2-48d6-9146-ef2e834dbeba","2023-05-12 15:35:04","Sano, vigoroso"
"wm1097","Chillijchi",-17.421291298147715,"c5H0ndlVOtVZLqdC9GSQ","Acera","Erythrina falcata Benth.","vivo",-66.0185656696558,"[]","fPfTkULlEzqhhTZy7vgy",0.64,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153323_8194743424391931143.jpg?alt=media&token=0bd24216-8211-4159-aa48-b8a961de0872","2023-05-12 15:35:21","Sano, vigoroso"
"wm1098","Jacarandá",-17.421127510952612,"BUvqmfsTseE9o2bgQZ32","Acera","Jacarandá mimosifolia D. Don","vivo",-66.01867664605379,"[]","yoPV5djumcj1fKe7aapx",0.36,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153553_6437192625136962962.jpg?alt=media&token=22f38f60-5f60-44ad-b24a-2e61bcc498fe","2023-05-12 15:36:56","Sano, vigoroso"
"wm1099","Tajibo rosado",-17.42108592433672,"0azjZkrGG2e24Qy0i4O5","Acera","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01871956139803,"[]","rNdsfM0vI7Lpc992WtaI",0.32,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153553_1174744764019548203.jpg?alt=media&token=745331a5-f505-4911-b542-9e7ee0007758","2023-05-12 15:37:13","Sano, vigoroso"
"wm1100","Tara",-17.42108144577752,"BccxrT46zaVvxnTWqGzn","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.0187316313386,"[]","uZZNQwegn7Ey2b6F0J4K",0.48,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153748_5878290996931923804.jpg?alt=media&token=5aea7c5c-4337-4bad-af26-6e4d441a56db","2023-05-12 15:38:58","Sano, vigoroso"
"wm111","Chacatea",-17.421046896888583,"jivoHuKNHwl117gp9cl6","Acera","Dodonaea viscosa Jacq.","vivo",-66.01880103349686,"[]","aeHdOWjEib9PtjkWGqlC",0.3,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_153752_2693099335266418030.jpg?alt=media&token=31d9fd21-35a0-4bab-a944-968b96b4f603","2023-05-12 15:39:29","Sano, vigoroso"
"wm1102","Jacarandá",-17.420915419112546,"9PxjfAdrLSaOBM3X5jbw","Acera","Jacarandá mimosifolia D. Don","vivo",-66.01907730102539,"[]","IG7QX0vBHUqxupUzcNyD",0.53,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154009_7972983295546841813.jpg?alt=media&token=654e95c3-c337-46df-9154-88967d0f9e29","2023-05-12 15:41:00","Sano, vigoroso"
"wm1102","Tara",-17.420907741575252,"OSuKsAHh411xJIrYPGUE","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01913060992956,"[]","iXTFyCuL7X6Z9vJf7vNX",0.55,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154015_5636604296595191993.jpg?alt=media&token=190eafed-64db-4a59-8cb5-9ec819c51564","2023-05-12 15:41:42","Sano, vigoroso"
"wm1104","Jacarandá",-17.420886948243453,"wk1AkXE8ExGJZvQbWUAc","Acera","Jacarandá mimosifolia D. Don","vivo",-66.01917821913958,"[]","u7MzMPuAk6wqdJSJqnLF",0.36,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154152_3664034675034147117.jpg?alt=media&token=22d46720-20c5-4783-81aa-2dbae0b0a85e","2023-05-12 15:42:46","seco falta de agua"
"wm1105","Tara",-17.420859117164902,"A3ws0oD4Ovoq6nM8flNN","Acera","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01922012865543,"[]","PC9zlnEdjhHHBHzWgld0",0.38,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154215_8502230890090876182.jpg?alt=media&token=b8dfa57c-8233-4750-8a4c-3e3bc84f71c0","2023-05-12 15:43:26","Sano, vigoroso"
"wm1106","Tipa",-17.42093301346761,"3a9CnIzAaSb0O9vcQRoC","Acera","Tipuana tipu (Benth.) Kuntze.","vivo",-66.0192734375596,"[]","1F6gLlNDRPUvxYMQtgTg",0.92,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154347_5610426830550806222.jpg?alt=media&token=ba00acb7-5f00-4ed7-aaee-16b0d7a67cd3","2023-05-12 15:44:58","Sano, vigoroso"
"wm1108","Molle",-17.420980998063765,"r5WMIsUOS9BedOrnI3uD","Área verde","Schinus molle","vivo",-66.01920336484909,"[]","jhWWlvbBJyE6roAZ7Uuv",0.28,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154618_6068616669731929955.jpg?alt=media&token=769921a3-4cde-44a1-a12a-b2fd76ebbea2","2023-05-12 15:47:44","aplastado por tierra"
"wm1107","Tipa",-17.42093429305701,"h9G2KaAhzoDd77ipgsGT","Área verde","Tipuana tipu (Benth.) Kuntze.","vivo",-66.01924058049917,"[]","1nhAjzFEvJ6RXe6TsWNP",0.2,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154525_6225798581403463896.jpg?alt=media&token=c45fc6c4-d907-4c00-bab4-8b05ee4b549b","2023-05-12 15:47:59","por falta de agua. exceso de tierra tiende a morir"
"wm1021","Guayaba",-17.420991554673215,"IqiB1axexVSUSeAStFDn","Corredor biológico urbano","Psidium guajava","vivo",-66.0192959010601,"[]","Ru37dAvoVegihQ6VSC4V",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154837_7595866118457179146.jpg?alt=media&token=88128fbf-9819-417d-a8e2-63e20e8d3eb2","2023-05-12 15:50:41","Sano, vigoroso"
"wm1109","Soto",-17.421007549534863,"VoPpriX0fghxGehxqeCm","Corredor biológico urbano","Schinopsis haenkeana Engl.","vivo",-66.01915508508681,"[]","EHNHJWtg5bLGUrWjiZQJ",0.28,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_154936_2093671833792445344.jpg?alt=media&token=6d0f5aa5-362c-4d13-9b1a-23d7df237dee","2023-05-12 15:50:48","aplastado por tierra"
"wm1110","Molle",-17.42102866275011,"U91Jjv8HnUGddECbdt9R","Corredor biológico urbano","Schinus molle","vivo",-66.01910647004843,"[]","t7FZ0DespNhvV88ai7ES",0.7,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155215_7160608744126362250.jpg?alt=media&token=93b6c58f-12d7-4a0c-974d-4666fed6e0a5","2023-05-12 15:52:31","Sano, vigoroso"
"wm1022","Tara",-17.421004350562658,"5pGeLxuqhOsKWuGnkoLr","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.0192720964551,"[]","DrWcEsA6VaPnFqKkfbfn",0.4,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155106_5209414571055779778.jpg?alt=media&token=fb274d39-c9dc-43c8-829c-0f8432814ff4","2023-05-12 15:52:59","muerto por falta de agua "
"wm1111","Tara",-17.421046896888583,"2En2Y7MoFjZb2faaqngj","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01906288415194,"[]","oeqL0Pkr5cre41Moj8fg",0.73,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155247_4996507192255736349.jpg?alt=media&token=1097f09c-ccd8-4d29-9918-8cece1ceb9bb","2023-05-12 15:53:28","Sano, vigoroso"
"wm1112","Jacarandá",-17.421049456065763,"5f2I47bWakSmK0ZN6E4f","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.01904109120369,"[]","PvqgxZZBDNv1hQQEuxl6",0.33,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155354_4243358863129256131.jpg?alt=media&token=2d9c606e-87e5-4aeb-b398-7c4bae23bbcc","2023-05-12 15:54:36","Sano, vigoroso"
"wm1123","Jacarandá",-17.42101234799309,"OyTgzXwBhR1aAQJd3mrb","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.01925399154425,"[]","2ElxcCSg1cIpmkd0ZQQj",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155350_627132407325655810.jpg?alt=media&token=962965a2-9351-456f-a747-2c7ade59a308","2023-05-12 15:55:03","Sano, vigoroso"
"wm1113","Guayaba",-17.421061612156887,"GK260LiukqTTVUilgynD","Corredor biológico urbano","Psidium guajava","vivo",-66.019007563591,"[]","sLHkVxVLfGQJljmGzBd1",0.32,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155527_4378189451424124649.jpg?alt=media&token=a9a649cd-71b0-4bc1-8b6b-972c3206aaa3","2023-05-12 15:56:21","Sano, vigoroso"
"wm1124","Chacatea",-17.42102194490916,"Wn6Lb6SjrBMuji9UEEb0","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.01922381669283,"[]","UuTFQYerLg1XaQiUlDMx",0.38,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155550_3882096724260079920.jpg?alt=media&token=63334350-e357-4458-b1fd-7e84a8c7c231","2023-05-12 15:56:48","Sano, vigoroso"
"wm1125","Tipa",-17.42103921935682,"ZXB4tH9z6tW60bl6mOLB","Corredor biológico urbano","Tipuana tipu (Benth.) Kuntze.","vivo",-66.01918123662472,"[]","pfNZuozchCKKgicG3kTd",0.92,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155705_7124810480478300778.jpg?alt=media&token=e66c3257-c2e1-4ac5-aa80-75a9031d7c46","2023-05-12 15:57:53","Sano, vigoroso"
"1114","Guayaba",-17.421068649893485,"GfRGiZaXlHAGESBqGwD2","Corredor biológico urbano","Psidium guajava","vivo",-66.01898811757565,"[]","xxoQlp3XGBB416kA24ju",0.33,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155803_4320616787619554384.jpg?alt=media&token=1a2454fd-f1c8-43d7-800d-24b4e64f48a6","2023-05-12 15:58:32","Sano, vigoroso"
"wm1126","Algarrobo",-17.42105297493433,"mCRgOaZelVLjlbnkneed","Corredor biológico urbano","Prosopis alba Griseb.","vivo",-66.01914905011654,"[]","2jx9mB04EiXx8HruPzLw",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155808_2713364710753096745.jpg?alt=media&token=7ba540e0-6868-497b-a905-af7d4a9d5db3","2023-05-12 15:59:27","Sano, vigoroso"
"wm1115","Tara",-17.421083685057134,"1s2AcuDbW6mR3rtocRAy","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01895358413458,"[]","pnO9aM6Ul8aRm0zqINnW",0.68,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155919_110423593637197373.jpg?alt=media&token=e5be31af-da18-4d01-b0c0-f98a3c0a05b4","2023-05-12 16:00:25","Sano, vigoroso"
"wm1127","Jacarandá",-17.4210782468066,"W8OOXXkfgcCjlbF83u6K","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.0190786421299,"[]","dAns7KhFZNXn9l1tKhOy",0.43,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_155952_6660497498418197409.jpg?alt=media&token=a8c25ccf-4156-4e27-8079-1a963f172006","2023-05-12 16:00:56","Sano, vigoroso"
"wm1116","Tajibo rosado",-17.421097120734235,"vsi8f7vZizi7b1covRyl","Corredor biológico urbano","Handroanthus (Tabebuia) impetiginosus (Mart. ex DC.) Mattos.","vivo",-66.01892240345477,"[]","Z8tQRhc6qbLEBQudQVQI",0.35,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160044_7816531896861868478.jpg?alt=media&token=65fcdaea-e10d-4ef1-a7aa-608b6fc2aa1e","2023-05-12 16:01:26","Sano, vigoroso"
"wm1128","Soto",-17.42109072279288,"KKtEj8NRBz7794udmJve","Corredor biológico urbano","Schinopsis haenkeana Engl.","vivo",-66.01904042065144,"[]","D9muDKSn1r6HJW7CbYQb",0.25,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160127_6128752496169068042.jpg?alt=media&token=73df5e0e-c8fd-4702-98cf-30447731b846","2023-05-12 16:02:18","Sano, vigoroso"
"wm1117","Algarrobo",-17.42110223908716,"QQPL1egBfBT7HvfZnEyK","Corredor biológico urbano","Prosopis alba Griseb.","vivo",-66.01889725774525,"[]","kFoW91FyU8hje1V3dhs5",0.34,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160210_4084163020351186974.jpg?alt=media&token=e9b8b8a7-e98d-40fa-8d78-0f540d5c489f","2023-05-12 16:03:04","Sano, vigoroso"
"wm1118","Jacarandá",-17.421112155895543,"OEaZft98oIHhbUZnc4eQ","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.01888049393892,"[]","6BAgUNDLkEcA3AqrVzlb",0.52,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160319_1633569213234810718.jpg?alt=media&token=875fb8ba-62b5-424b-ae54-71767b5ceb52","2023-05-12 16:03:58","Sano, vigoroso"
"wm1129","Chacatea",-17.421104798263578,"LWp8HJH5MNJzOKRgTm1s","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.01899448782206,"[]","WLTX860VJuol5AW8is5W",0.27,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160323_23824584326524125.jpg?alt=media&token=c759bf9b-50b1-4e04-9d00-3f4b59144a43","2023-05-12 16:04:12","Sano, vigoroso"
"wm1119","Guayaba",-17.421125591570554,"moZ3aeV1fARN4lVwwAAl","Corredor biológico urbano","Psidium guajava","vivo",-66.0188526660204,"[]","Ze0FoZBY73wie6porisC",0.38,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160409_711729540449542005.jpg?alt=media&token=2951afe5-5690-431d-a77b-d35e055ac87c","2023-05-12 16:05:03","Sano, vigoroso"
"wm1120","Tipa",-17.421136468068642,"KuYE24bIQCxqM3JjY2Ua","Corredor biológico urbano","Tipuana tipu (Benth.) Kuntze.","vivo",-66.01882115006447,"[]","7ZlcCgKy1ohmEBQzix0N",1.02,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160525_6630993500941446603.jpg?alt=media&token=1431e272-14db-4719-90c1-bd7aca48fa04","2023-05-12 16:06:13","Sano, vigoroso"
"wm1130","Tipa",-17.421115034968842,"TSGasrGno1REzE6Rbeui","Corredor biológico urbano","Tipuana tipu (Benth.) Kuntze.","vivo",-66.01896431297064,"[]","1DObrKp5jrTSrLAzssHj",1.12,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160556_2559266376386302530.jpg?alt=media&token=591b509c-bcc2-4f28-9793-3bfc1d79cfb2","2023-05-12 16:06:57","Sano, vigoroso"
"1138","Tara",-17.421147344566084,"oDSWWX4fz4NWTVkKbzDo","Corredor biológico urbano","Tara spinosa (Feuillée ex Molina) Britton & Rose","vivo",-66.01879432797432,"[]","H5LlJbU8FjjTuY8yYQrt",0.72,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160643_793217257135855694.jpg?alt=media&token=4be6bcfd-fa86-4a79-8148-80b9ee22d412","2023-05-12 16:07:51","Sano, vigoroso"
"wm1131","Tajibo amarillo",-17.421129110437658,"O5yhxR154zsvPI11AMEq","Corredor biológico urbano","Handroanthus serratifolius","vivo",-66.01892475038767,"[]","P7wewMK49SOEszPoyKfu",0.5,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160743_1129886337467988255.jpg?alt=media&token=10ea3cd9-0891-4f5c-a7b0-6d451772dd0e","2023-05-12 16:08:50","ramas secas "
"wm1139","Jacarandá",-17.421167178177402,"nSVQT1MG9CGrqSdB6o65","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.01875141263008,"[]","fiTGj7qeMSsmfvYF1YG8",0.53,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160824_6335795788478715907.jpg?alt=media&token=9ec468ac-5395-4020-9cc2-83290d439e01","2023-05-12 16:09:04","Sano, vigoroso"
"wm1132","Jacarandá",-17.42114158642046,"7OMGESpd9suhjhjoByYz","Corredor biológico urbano","Jacarandá mimosifolia D. Don","vivo",-66.01888552308083,"[]","6qTdFMkFLvTRRzfCKhQv",0.55,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160902_4284799265588615730.jpg?alt=media&token=416e344f-ddb0-4a3e-91d4-493db0a5af8f","2023-05-12 16:10:04","por falta de agua "
"wm1139","Soto",-17.42118733168348,"rdh50m5T5oORgoG0t6GH","Corredor biológico urbano","Schinopsis haenkeana Engl.","vivo",-66.01871151477098,"[]","g8mQUTpLP4ryatC349H3",0.23,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_160923_2384845908707231595.jpg?alt=media&token=6ba94e0a-3502-4baf-adbc-b91616941a76","2023-05-12 16:10:17","seco"
"wm1133","Chacatea",-17.42117421590994,"mAkYPPbmNwuIR9CuY76h","Corredor biológico urbano","Dodonaea viscosa Jacq.","vivo",-66.01880170404911,"[]","HpYXba9LP1Z5iDhspLcI",0.75,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_161056_1617990966362197768.jpg?alt=media&token=be105787-3d0b-41de-931c-c017624d4985","2023-05-12 16:11:33","Sano, vigoroso"
"wm1140","Lloque",-17.42119436941523,"YNVdEq6MNQnnZy0t6BMP","Corredor biológico urbano","Kageneckia lanceolata Ruiz & Pav.","vivo",-66.01869340986013,"[]","Kzox062q2VSnOY0uKcn0",0.22,"https://firebasestorage.googleapis.com/v0/b/arbu-c574d.appspot.com/o/imagenesArbolesPlantados%2FJPEG_20230512_161135_962920865205400165.jpg?alt=media&token=03bc1f49-4d6f-4f33-9213-90f5aa5a8120","2023-05-12 16:12:17","Sano, vigoroso"
